ticker,as_of,current_revenue_ttm,current_market_cap,current_ps,hist_median_ps,hist_p75_ps,hist_p90_ps,forward_revenue_estimate,forward_revenue_growth,forward_ps,required_revenue,required_growth,growth_gap,years_to_normalise,expectations_burden_score,expectations_classification,plain_explanation,target_multiple_value,target_multiple_label,valuation_anchor_confidence,valuation_anchor_observation_count,revenue_data_cadence,gross_margin,operating_margin,net_margin,net_debt_to_ebitda,interest_coverage,free_cash_flow_ttm,fcf_margin,cash_conversion,quality_flag,revenue_currency,price_currency,fx_rate_applied,currency_note,revenue_cagr_3y,revenue_cagr_5y,roic,share_count_cagr_3y,buybacks_ttm,dividends_ttm,acquisitions_ttm,price_return_6m,benchmark_symbol,benchmark_return_6m,relative_strength_6m,eps_revisions_up_30d,eps_revisions_down_30d,owner_earnings_ttm,owner_earnings_yield,maintenance_capex_ttm,owner_earnings_method,price_cagr_3y,market_cap_cagr_3y,multiple_expansion_gap_3y,anti_bubble_flag,anti_bubble_note,section,section_target_pct,layer,portfolio_weight,thesis
HBM,2026-08-16T08:37:31.208198+00:00,2468300000.0,11854224384.0,4.802586551067536,4.048502291556185,4.064834175817815,4.258605961417068,3369746900.0,0.3652096179556781,3.5178382044063903,2928051790.5902953,0.18626252505380037,-0.1789470929018777,0.5486773185359602,0.0,Forward Expectations Manageable,Needs 19% growth to look fairly valued by its own history; analysts expect 37% -- the bar is comfortably cleared if the forecast is anywhere close to right.,4.048502291556185,Historical Median Tactical Anchor,low,5,quarterly,,,,,,,,,Insufficient data,USD,USD,1.0,,0.14798421785170168,,0.08588907014681893,0.14839591957789766,,,,0.060161452625112855,^GSPC,0.13773333623500394,-0.07757188360989109,0.0,5.0,,,,,0.7265348995309286,0.9827456336301539,0.8347614157784522,High multiple expansion risk,Market cap growth is far ahead of revenue growth while P/S is near historical highs -- multiple expansion is doing most of the work.,ENERGY & COMMODITY,0.18,Layer 3: Industrial & Critical Materials,0.0045,"Copper for electrification, bulk mining, gold, mill-tech steel, machinery, batteries/storage, aluminum, tungsten, and mining engineering services."
AA,2026-08-16T08:37:31.208198+00:00,13603000000.0,13190194176.0,0.9696533247077851,0.9426029848626063,1.2786078119251088,1.4033014412183242,15215428300.0,0.11853475703888838,0.8668960160654827,13993371958.102383,0.028697490120001667,-0.08983726691888672,0.25257575744580135,0.0,Forward Expectations Manageable,Needs 3% growth to look fairly valued by its own history; analysts expect 12% -- the bar is comfortably cleared if the forecast is anywhere close to right.,0.9426029848626063,Historical Median Tactical Anchor,low,5,quarterly,,,,,,,,,Insufficient data,USD,USD,1.0,,0.010071437935283534,,0.1048699501936912,0.14132448186200786,,,,-0.12581744710500975,^GSPC,0.13773333623500394,-0.2635507833400137,1.0,8.0,,,,,0.17669912599446858,0.3429955202831143,0.3329240823478308,High multiple expansion risk,"Market cap growth is outpacing revenue growth, but the current multiple is not at an extreme historical level.",ENERGY & COMMODITY,0.18,Layer 3: Industrial & Critical Materials,0.0045,"Copper for electrification, bulk mining, gold, mill-tech steel, machinery, batteries/storage, aluminum, tungsten, and mining engineering services."
ALB,2026-08-16T08:37:31.208198+00:00,5907904000.0,16066387968.0,2.7194734322020127,2.707688757099255,3.164958391978388,3.555002703442016,6380992220.0,0.08007716780773699,2.51785105107055,5933616973.470729,0.0043523004894339135,-0.07572486731830308,0.056376947011997997,0.0,Forward Expectations Manageable,Needs 0% growth to look fairly valued by its own history; analysts expect 8% -- the bar is comfortably cleared if the forecast is anywhere close to right.,2.707688757099255,Historical Median Tactical Anchor,low,5,quarterly,,,,,,,,,Insufficient data,USD,USD,1.0,,-0.11101948515436078,,0.004740909640238619,0.0015562362333689794,,,,-0.18993792662226427,^GSPC,0.13773333623500394,-0.3276712628572682,4.0,8.0,,,,,-0.08407424975612166,-0.08264885291651647,0.028370632237844307,No bubble signal,Market cap growth has not materially outpaced revenue growth over the last 3 years.,ENERGY & COMMODITY,0.18,Layer 3: Industrial & Critical Materials,0.0045,"Copper for electrification, bulk mining, gold, mill-tech steel, machinery, batteries/storage, aluminum, tungsten, and mining engineering services."
ALM,2026-08-16T08:37:31.208198+00:00,50006000.0,4281664768.0,85.6230205975283,68.49265127106317,83.86415302561872,85.83868248639395,,,,62512761.42100403,0.2501052157941852,,,,Insufficient data,"⚠ Yahoo tags this ticker's financials as CAD vs. a USD share price, but converting at 0.7209 produces an implausible P/S (118.78x) while leaving the figures unconverted gives a plausible one (85.62x) -- treating CAD currency tag as incorrect and using unconverted figures. ⚠ Forward revenue estimate is 18.9x TTM revenue (outside 0.2-5.0x) -- units mismatch suspected; forward fields ignored. No usable analyst forward revenue estimate -- would need 25% growth to look fairly valued by its own history, but there's no reliable forecast to check that against.",68.49265127106317,Historical Median Tactical Anchor,low,5,quarterly,,,,,,,,,Insufficient data,CAD,USD,,"Yahoo tags this ticker's financials as CAD vs. a USD share price, but converting at 0.7209 produces an implausible P/S (118.78x) while leaving the figures unconverted gives a plausible one (85.62x) -- treating CAD currency tag as incorrect and using unconverted figures.",0.09453484287854264,,-0.09092390619586102,0.22204613288082298,,,,0.11529936810088337,^GSPC,0.13773333623500394,-0.022433968134120574,1.0,0.0,,,,,1.5077341785405824,2.0645668551785863,1.9700320123000437,High multiple expansion risk,Market cap growth is outpacing revenue growth and the current multiple is above its historical 75th percentile -- expansion risk is elevated.,ENERGY & COMMODITY,0.18,Layer 3: Industrial & Critical Materials,0.0045,"Copper for electrification, bulk mining, gold, mill-tech steel, machinery, batteries/storage, aluminum, tungsten, and mining engineering services."
LYL.AX,2026-08-16T08:37:31.208198+00:00,333935642.0,754269440.0,2.258726967515495,1.1929014114282155,1.3452732943306638,1.3906750526825382,500000000.0,0.49729449963894545,1.50853888,632298220.769931,0.8934732961806184,0.396178796541673,1.5815616154707477,44.341425561932425,Forward Expectations Elevated,"Needs 89% growth to look fairly valued; analysts expect 50% -- covers part of what's required, but the price still leans on the forecast coming through.",1.1929014114282155,Historical Median Tactical Anchor,low,4,annual,0.9214079520148976,0.15905391434676505,0.1264246869461152,-0.9232684228845567,143.53327568268725,35235814.0,0.10551678098500189,0.8346216513075118,Solid,AUD,AUD,1.0,,0.13446675739373526,,0.4178195237214471,0.0,1926953.0,19870113.0,,0.29287944119361864,^AXJO,0.016549983701813265,0.2763294574918054,0.0,0.0,,,,,0.3228737344469239,0.3228737344469239,0.18840697705318865,Elevated multiple expansion,Market cap has grown somewhat faster than revenue over the last 3 years.,ENERGY & COMMODITY,0.18,Layer 3: Industrial & Critical Materials,0.0045,"Copper for electrification, bulk mining, gold, mill-tech steel, machinery, batteries/storage, aluminum, tungsten, and mining engineering services."
TSM,2026-08-16T08:37:31.208198+00:00,138748059271.29706,2211253321728.0,15.937183794436281,13.438953693868626,13.680891093699971,15.209831346911052,226345509122.00037,0.6313418026224218,9.769371304540146,164540586425.03247,0.18589468774696694,-0.44544711487545485,0.3483786295986445,0.0,Forward Expectations Manageable,⚠ Historical P/S converts all past periods at TODAY's FX rate -- percentiles are approximate for foreign-currency reporters (material mainly for high-inflation currencies). Needs 19% growth to look fairly valued by its own history; analysts expect 63% -- the bar is comfortably cleared if the forecast is anywhere close to right.,13.438953693868626,Historical Median Tactical Anchor,low,5,quarterly,,,,,,,,,Insufficient data,TWD,USD,0.031246092,Revenue converted from TWD to USD at 0.03125 to match the share price currency.,0.18937972542772896,,0.4401932580552065,2.7561029066092146e-05,,,,0.17669576490538974,^GSPC,0.13773333623500394,0.038962428670385796,9.0,0.0,,,,,0.6842856440974359,0.6843320647430284,0.49495233931529947,High multiple expansion risk,Market cap growth is far ahead of revenue growth while P/S is near historical highs -- multiple expansion is doing most of the work.,AI / SEMIS,0.1,"Layer 1: Physical Monopolies, Foundry & Materials",0.005,"Structural monopolies in advanced foundries, EUV lithography, silicon wafers, materials/filtration, and differentiated foundry; photonics/substrate satellites."
ASML,2026-08-16T08:37:31.208198+00:00,40883579571.25,708311121920.0,17.325075968105686,12.206879597356895,12.930795131388459,15.133060576833994,62874675064.51297,0.5378955493595641,11.265443856262204,58025567981.62961,0.4192878556659978,-0.11860769369356627,0.8135294353895969,0.0,Forward Expectations Manageable,⚠ Historical P/S converts all past periods at TODAY's FX rate -- percentiles are approximate for foreign-currency reporters (material mainly for high-inflation currencies). Needs 42% growth to look fairly valued by its own history; analysts expect 54% -- the bar is comfortably cleared if the forecast is anywhere close to right.,12.206879597356895,Historical Median Tactical Anchor,low,5,quarterly,,,,,,,,,Insufficient data,EUR,USD,1.1572735,Revenue converted from EUR to USD at 1.157 to match the share price currency.,0.15551134263329014,,0.8393972815430893,-0.007808741471058145,,,,0.3033695098028135,^GSPC,0.13773333623500394,0.16563617356780957,28.0,0.0,,,,,0.415401462489132,0.4043489583907969,0.24883761575750674,Elevated multiple expansion,Market cap growth is outpacing revenue growth and the current multiple is above its historical 75th percentile -- expansion risk is elevated.,AI / SEMIS,0.1,"Layer 1: Physical Monopolies, Foundry & Materials",0.005,"Structural monopolies in advanced foundries, EUV lithography, silicon wafers, materials/filtration, and differentiated foundry; photonics/substrate satellites."
SHECY,2026-08-16T08:37:31.208198+00:00,16157491692.310598,73617924096.0,4.556271821017553,3.9006871631011903,4.759965531745738,4.850680723279176,18735492513.13615,0.1595545193473582,3.9293295356064823,18873065441.492886,0.16806901720238154,0.00851449785502334,1.0494209620808599,5.06607225814294,Forward Expectations Manageable,⚠ Historical P/S converts all past periods at TODAY's FX rate -- percentiles are approximate for foreign-currency reporters (material mainly for high-inflation currencies). Needs 17% growth to look fairly valued by its own history; analysts expect 16% -- the bar is comfortably cleared if the forecast is anywhere close to right.,3.9006871631011903,Historical Median Tactical Anchor,low,4,annual,0.3421925438884462,0.24678036137964365,0.18432972580477852,-1.4848186952598446,234.73946784922396,356701000000.0,0.13858014607013527,0.7518057408543204,Solid,JPY,USD,0.0062772674,Revenue converted from JPY to USD at 0.006277 to match the share price currency.,-0.02868611973206192,,0.14894084592169593,-0.027311740175737564,500006000000.0,203162000000.0,0.0,0.11484589317928928,^GSPC,0.13773333623500394,-0.022887443055714662,,,2978306013.3366,0.040456261839885606,1525206491.9801998,Net income + D&A - maintenance capex,0.08960811083402342,0.05984901721754832,0.08853513694961024,Mild multiple expansion,Market cap has grown somewhat faster than revenue over the last 3 years.,AI / SEMIS,0.1,"Layer 1: Physical Monopolies, Foundry & Materials",0.005,"Structural monopolies in advanced foundries, EUV lithography, silicon wafers, materials/filtration, and differentiated foundry; photonics/substrate satellites."
ENTG,2026-08-16T08:37:31.208198+00:00,3235300000.0,24636047360.0,7.614764429882855,4.433752440737968,4.730823537103294,5.174957577086101,4022822810.0,0.2434156986987297,6.12406972008792,5556477879.468502,0.717453676465398,0.47403797776666834,2.4824994977011814,66.07227662447286,Forward Expectations Stretched,"Needs 72% growth to look fairly valued by its own history, but analysts only expect 24% -- the price is asking for more growth than is currently forecast.",4.433752440737968,Historical Median Tactical Anchor,low,5,quarterly,,,,,,,,,Insufficient data,USD,USD,1.0,,-0.008753232926965393,,0.11614374330060871,0.006137587061388894,,,,0.25045507110574494,^GSPC,0.13773333623500394,0.112721734870741,9.0,1.0,,,,,0.18412121207257415,0.19138885910290693,0.20014209202987232,Elevated multiple expansion,Market cap growth is outpacing revenue growth and the current multiple is above its historical 75th percentile -- expansion risk is elevated.,AI / SEMIS,0.1,"Layer 1: Physical Monopolies, Foundry & Materials",0.005,"Structural monopolies in advanced foundries, EUV lithography, silicon wafers, materials/filtration, and differentiated foundry; photonics/substrate satellites."
GFS,2026-08-16T08:37:31.208198+00:00,6938000000.0,29950836736.0,4.3169265978668205,3.2299857152971576,3.504870131076719,4.716284191718106,8238524710.0,0.18744951138656663,3.63546117664069,9272745880.625214,0.3365156933734814,0.1490661819869148,1.688317417245055,44.29694808362888,Forward Expectations Elevated,"Needs 34% growth to look fairly valued; analysts expect 19% -- covers part of what's required, but the price still leans on the forecast coming through.",3.2299857152971576,Historical Median Tactical Anchor,low,5,quarterly,,,,,,,,,Insufficient data,USD,USD,1.0,,-0.057372736151414694,,0.06569238591854114,0.004925280344330263,,,,0.13352665112497686,^GSPC,0.13773333623500394,-0.004206685110027086,11.0,3.0,,,,,-0.020647725910624803,-0.015824141404877312,0.04154859474653738,No bubble signal,Market cap growth has not materially outpaced revenue growth over the last 3 years.,AI / SEMIS,0.1,"Layer 1: Physical Monopolies, Foundry & Materials",0.005,"Structural monopolies in advanced foundries, EUV lithography, silicon wafers, materials/filtration, and differentiated foundry; photonics/substrate satellites."
NVDA,2026-08-16T08:37:31.208198+00:00,253491000000.0,5453600260096.0,21.513979826092445,19.255685328929367,23.742591295147264,23.873310818817327,562143085840.0,1.2176056974014857,9.701445054592794,283220262843.75433,0.1172793623590358,-0.8827206376409642,0.1599899595891659,0.0,Forward Expectations Manageable,⚠ Analyst forward growth 122% is extreme; capped at 100% for growth-gap/burden math (displayed forward growth is unchanged). Needs 12% growth to look fairly valued by its own history; analysts expect 122% -- the bar is comfortably cleared if the forecast is anywhere close to right.,19.255685328929367,Historical Median Tactical Anchor,low,5,quarterly,,,,,,,,,Insufficient data,USD,USD,1.0,,1.0004509499443963,,0.7016914814347474,-0.0048538260437490655,,,,0.21876316082682146,^GSPC,0.13773333623500394,0.08102982459181751,4.0,0.0,,,,,0.7273833027163328,0.7189988846540709,-0.2814520652903254,No bubble signal,Market cap growth has not materially outpaced revenue growth over the last 3 years.,AI / SEMIS,0.1,"Layer 1: Physical Monopolies, Foundry & Materials",0.005,"Structural monopolies in advanced foundries, EUV lithography, silicon wafers, materials/filtration, and differentiated foundry; photonics/substrate satellites."
6920.T,2026-08-16T08:37:31.208198+00:00,251477000000.0,3479462477824.0,13.836106195890677,11.851990729624612,13.465923848512244,15.846494013675489,375113997200.0,0.4916433598301235,9.275746849747254,293576206495.5821,0.16740778081328345,-0.3242355790168401,0.38708193301188765,0.0,Forward Expectations Manageable,Needs 17% growth to look fairly valued by its own history; analysts expect 49% -- the bar is comfortably cleared if the forecast is anywhere close to right.,11.851990729624612,Historical Median Tactical Anchor,low,4,annual,0.5895409918203255,0.488486024566859,0.3366192534506138,-0.6532320433087359,10236.916666666666,75551000000.0,0.30042906508348677,0.8924892501063176,Solid,JPY,JPY,1.0,,0.40651763399813245,,0.6758891533265408,3.568263534514671e-05,,24531000000.0,,0.26908349546054455,^N225,0.20961343422331913,0.059470061237225424,7.0,1.0,87005000000.0,0.025005299109996878,2323000000.0,Net income + D&A - maintenance capex,0.229431672710537,0.22947554207259602,-0.17704209192553644,No bubble signal,Market cap growth has not materially outpaced revenue growth over the last 3 years.,AI / SEMIS,0.1,"Layer 1: Physical Monopolies, Foundry & Materials",0.005,"Structural monopolies in advanced foundries, EUV lithography, silicon wafers, materials/filtration, and differentiated foundry; photonics/substrate satellites."
AXTI,2026-08-16T08:37:31.208198+00:00,95894000.0,5353396736.0,55.82619075228899,3.86448554489077,12.375806093821062,26.629813534483468,460552000.0,3.8027196696352226,11.623870346888083,1385280569.383347,13.445956674905073,12.445956674905073,3.852593843576263,92.56282000472041,Forward Expectations Stretched,"⚠ Analyst forward growth 380% is extreme; capped at 100% for growth-gap/burden math (displayed forward growth is unchanged). Needs 1345% growth to look fairly valued by its own history, but analysts only expect 380% -- the price is asking for more growth than is currently forecast.",3.86448554489077,Historical Median Tactical Anchor,low,5,quarterly,,,,,,,,,Insufficient data,USD,USD,1.0,,-0.14460104223313408,,-0.07476060411311054,0.08308495059028886,,,,2.5174494877195013,^GSPC,0.13773333623500394,2.379716151484497,4.0,0.0,,,,,2.17448404010484,2.438235889726611,2.5828369319597453,High multiple expansion risk,Market cap growth is far ahead of revenue growth while P/S is near historical highs -- multiple expansion is doing most of the work.,AI / SEMIS,0.1,"Layer 1: Physical Monopolies, Foundry & Materials",0.005,"Structural monopolies in advanced foundries, EUV lithography, silicon wafers, materials/filtration, and differentiated foundry; photonics/substrate satellites."
ALMU,2026-08-16T08:37:31.208198+00:00,5195780.0,337184288.0,64.89579774355342,61.71105454066298,62.49003372813727,65.41017984098559,7095000.0,0.3655312580594252,47.5242125440451,5463920.370665854,0.051607337236344364,-0.31392392082308085,0.16151767732975325,0.0,Forward Expectations Manageable,Needs 5% growth to look fairly valued by its own history; analysts expect 37% -- the bar is comfortably cleared if the forecast is anywhere close to right.,61.71105454066298,Historical Median Tactical Anchor,low,5,quarterly,,,,,,,,,Insufficient data,USD,USD,1.0,,,,-0.11124712379199264,0.14206535099231,,,,0.15269090137384,^GSPC,0.13773333623500394,0.01495756513883606,0.0,2.0,,,,,0.6981711432140645,0.9394224227197829,,Insufficient data,,AI / SEMIS,0.1,"Layer 1: Physical Monopolies, Foundry & Materials",0.005,"Structural monopolies in advanced foundries, EUV lithography, silicon wafers, materials/filtration, and differentiated foundry; photonics/substrate satellites."
AVGO,2026-08-16T08:37:31.208198+00:00,75465000000.0,1869681393664.0,24.775477289657456,22.346245944997104,26.01067598068531,26.54409661584948,173526945620.0,1.299436104419267,10.77458827494344,83668702039.08168,0.1087086999149498,-0.8912913000850502,0.1488803642443674,0.0,Forward Expectations Manageable,⚠ Analyst forward growth 130% is extreme; capped at 100% for growth-gap/burden math (displayed forward growth is unchanged). Needs 11% growth to look fairly valued by its own history; analysts expect 130% -- the bar is comfortably cleared if the forecast is anywhere close to right.,22.346245944997104,Historical Median Tactical Anchor,low,5,quarterly,,,,,,,,,Insufficient data,USD,USD,1.0,,0.24378426000041764,,0.2001919385796545,0.04287252166717437,,,,0.1861359432415699,^GSPC,0.13773333623500394,0.048402607006565956,2.0,1.0,,,,,0.6831695310255956,0.7553312532140182,0.5115469932136005,High multiple expansion risk,"Market cap growth is outpacing revenue growth, but the current multiple is not at an extreme historical level.",AI / SEMIS,0.1,"Layer 2: Architecture, Edge AI & Memory",0.00375,"Custom AI ASICs, EDA duopoly, edge AI silicon, factory robotics, and the memory/IP angle (Rambus, Penguin Solutions)."
CDNS,2026-08-16T08:37:31.208198+00:00,5837623000.0,89590554624.0,15.347094977527668,17.630118676775364,17.66828616271178,18.058790809781843,7160962510.0,0.22669149926262788,12.510965460144547,5081676208.000805,-0.12949565122639728,-0.35618715048902516,0.0,0.0,Forward Expectations Manageable,Already trades at or below its historical valuation norm (needs 0% growth) -- 23% forecast growth would be upside on top of an already-fair price.,17.630118676775364,Historical Median Tactical Anchor,low,5,quarterly,,,,,,,,,Insufficient data,USD,USD,1.0,,0.14143248241855333,,0.23617218697938477,-0.0010720207349079747,,,,0.1459113000632939,^GSPC,0.13773333623500394,0.008177963828289947,10.0,0.0,,,,,0.1253504386636366,0.12414403965935139,-0.01728844275920194,No bubble signal,Market cap growth has not materially outpaced revenue growth over the last 3 years.,AI / SEMIS,0.1,"Layer 2: Architecture, Edge AI & Memory",0.00375,"Custom AI ASICs, EDA duopoly, edge AI silicon, factory robotics, and the memory/IP angle (Rambus, Penguin Solutions)."
SNPS,2026-08-16T08:37:31.208198+00:00,8679380000.0,80708534272.0,9.298882439989953,11.086077286127036,14.245478189007969,16.494660874688474,10731265170.0,0.23640918706174863,7.520877826933802,7280170631.048869,-0.16121075110792826,-0.3976199381696769,0.0,0.0,Forward Expectations Manageable,Already trades at or below its historical valuation norm (needs 0% growth) -- 24% forecast growth would be upside on top of an already-fair price.,11.086077286127036,Historical Median Tactical Anchor,low,5,quarterly,,,,,,,,,Insufficient data,USD,USD,1.0,,0.15186745455184925,,0.02210142440098557,0.06871459059075802,,,,-0.0010665059699309642,^GSPC,0.13773333623500394,-0.1387998422049349,22.0,0.0,,,,,-0.010337618392393444,0.05766662698284786,-0.09420082756900139,No bubble signal,Market cap growth has not materially outpaced revenue growth over the last 3 years.,AI / SEMIS,0.1,"Layer 2: Architecture, Edge AI & Memory",0.00375,"Custom AI ASICs, EDA duopoly, edge AI silicon, factory robotics, and the memory/IP angle (Rambus, Penguin Solutions)."
8035.T,2026-08-16T08:37:31.208198+00:00,2443533000000.0,26883525705728.0,11.001908182016777,5.7725927085999995,8.032864663765801,8.15311976960338,4108652850480.0,0.6814394773796792,6.543148492720014,4657097263362.607,0.9058867890724649,0.22444731169278564,1.2411182252207098,24.776529959399962,Forward Expectations Manageable,Needs 91% growth to look fairly valued by its own history; analysts expect 68% -- the bar is comfortably cleared if the forecast is anywhere close to right.,5.7725927085999995,Historical Median Tactical Anchor,low,4,annual,0.45339269001073446,0.2557514058537372,0.23509156618715607,,,320291000000.0,0.13107701021430854,0.5575572630706723,Solid,JPY,JPY,1.0,,0.03420315714258004,,0.2964201797727331,-0.00971122159754012,150010000000.0,271618000000.0,,0.44231343672532586,^N225,0.20961343422331913,0.23270000250200673,9.0,1.0,574454000000.0,0.021368253788140692,81345000000.0,Net income + D&A - maintenance capex,0.45659228052626455,0.44244699011280764,0.4082438329702276,High multiple expansion risk,Market cap growth is far ahead of revenue growth while P/S is near historical highs -- multiple expansion is doing most of the work.,AI / SEMIS,0.1,"Layer 2: Architecture, Edge AI & Memory",0.00375,"Custom AI ASICs, EDA duopoly, edge AI silicon, factory robotics, and the memory/IP angle (Rambus, Penguin Solutions)."
QCOM,2026-08-16T08:37:31.208198+00:00,44069000000.0,174079492096.0,3.9501575278767387,4.0433126757426585,4.056028722028219,4.14203979896128,44809220420.0,0.01679685084753446,3.884903385159139,43053680498.26268,-0.023039313388942828,-0.03983616423647729,0.0,0.0,Forward Expectations Manageable,Already trades at or below its historical valuation norm (needs 0% growth) -- 2% forecast growth would be upside on top of an already-fair price.,4.0433126757426585,Historical Median Tactical Anchor,low,5,quarterly,,,,,,,,,Insufficient data,USD,USD,1.0,,0.0006330832838727929,,0.20320031478506081,-0.014175615564357535,,,,0.17416191986029217,^GSPC,0.13773333623500394,0.036428583625288224,1.0,26.0,,,,,0.1577348956072362,0.1413232908016664,0.1406902075177936,Mild multiple expansion,Market cap has grown somewhat faster than revenue over the last 3 years.,AI / SEMIS,0.1,"Layer 2: Architecture, Edge AI & Memory",0.00375,"Custom AI ASICs, EDA duopoly, edge AI silicon, factory robotics, and the memory/IP angle (Rambus, Penguin Solutions)."
MRAM,2026-08-16T08:37:31.208198+00:00,62471000.0,459728128.0,7.3590646539994555,4.6238039635057655,5.086875222293976,6.51099497756609,86200000.0,0.3798402458740855,5.333272946635731,99426388.23542044,0.5915606959296382,0.21172045005555273,1.4433592664174764,35.790148248918705,Forward Expectations Elevated,"Needs 59% growth to look fairly valued; analysts expect 38% -- covers part of what's required, but the price still leans on the forecast coming through.",4.6238039635057655,Historical Median Tactical Anchor,low,5,quarterly,,,,,,,,,Insufficient data,USD,USD,1.0,,-0.027318364122479788,,-0.18491296216371744,0.04089913865763295,,,,0.7305224037418299,^GSPC,0.13773333623500394,0.5927890675068259,1.0,1.0,,,,,0.2400359618615684,0.290752364606196,0.3180707287286758,High multiple expansion risk,Market cap growth is far ahead of revenue growth while P/S is near historical highs -- multiple expansion is doing most of the work.,AI / SEMIS,0.1,"Layer 2: Architecture, Edge AI & Memory",0.00375,"Custom AI ASICs, EDA duopoly, edge AI silicon, factory robotics, and the memory/IP angle (Rambus, Penguin Solutions)."
AMBA,2026-08-16T08:37:31.208198+00:00,405187000.0,3598945792.0,8.88218474926392,7.666768649591026,8.050698229151022,9.11180067839769,504250300.0,0.2444878537564137,7.137220923815018,469421467.6990392,0.15853042594910316,-0.08595742780731053,0.6727760649982322,0.0,Forward Expectations Manageable,Needs 16% growth to look fairly valued by its own history; analysts expect 24% -- the bar is comfortably cleared if the forecast is anywhere close to right.,7.666768649591026,Historical Median Tactical Anchor,low,5,quarterly,,,,,,,,,Insufficient data,USD,USD,1.0,,0.04989328814131788,,-0.15626929207463958,0.035142801610509755,,,,0.2469980205786071,^GSPC,0.13773333623500394,0.10926468434360315,8.0,1.0,,,,,0.04072003683612535,0.07729385462273974,0.027400566481421862,No bubble signal,Market cap growth has not materially outpaced revenue growth over the last 3 years.,AI / SEMIS,0.1,"Layer 2: Architecture, Edge AI & Memory",0.00375,"Custom AI ASICs, EDA duopoly, edge AI silicon, factory robotics, and the memory/IP angle (Rambus, Penguin Solutions)."
PENG,2026-08-16T08:37:31.208198+00:00,1502705000.0,3269284096.0,2.175599399749119,0.8250365885127087,0.9622907964645073,1.6096628896357674,2198242780.0,0.4628571675744739,1.4872261270431648,3962592861.3584642,1.6369732325096837,1.1741160649352098,2.5490364231783555,71.72481758514424,Forward Expectations Stretched,"Needs 164% growth to look fairly valued by its own history, but analysts only expect 46% -- the price is asking for more growth than is currently forecast.",0.8250365885127087,Historical Median Tactical Anchor,low,5,quarterly,,,,,,,,,Insufficient data,USD,USD,1.0,,-0.006509426291418818,,0.06551844902940958,0.027583718669489166,,,,2.2971575183098074,^GSPC,0.13773333623500394,2.1594241820748037,3.0,0.0,,,,,0.37289244945516375,0.41076192854440086,0.4172713548358197,High multiple expansion risk,Market cap growth is far ahead of revenue growth while P/S is near historical highs -- multiple expansion is doing most of the work.,AI / SEMIS,0.1,"Layer 2: Architecture, Edge AI & Memory",0.00375,"Custom AI ASICs, EDA duopoly, edge AI silicon, factory robotics, and the memory/IP angle (Rambus, Penguin Solutions)."
NOW,2026-08-16T08:37:31.208198+00:00,14732000000.0,128198893568.0,8.702069886505566,11.231455165127052,14.244251509378122,15.7760705360644,19262432930.0,0.30752327789845224,6.655384293036965,11414272833.145374,-0.22520548240935556,-0.5327287603078078,0.0,0.0,Forward Expectations Manageable,Already trades at or below its historical valuation norm (needs 0% growth) -- 31% forecast growth would be upside on top of an already-fair price.,11.231455165127052,Historical Median Tactical Anchor,low,5,quarterly,,,,,,,,,Insufficient data,USD,USD,1.0,,0.22376517864742618,,0.1211366085820979,0.010685774223744948,,,,0.17080536032841764,^GSPC,0.13773333623500394,0.0330720240934137,9.0,29.0,,,,,0.030706604060938503,0.041720502122856606,-0.18204467652456957,No bubble signal,Market cap growth has not materially outpaced revenue growth over the last 3 years.,AI / SEMIS,0.1,Layer 3: Velocity Applications,0.0075,Enterprise generative AI workflow automation and high-capacity mass storage for AI data exhaust.
STX,2026-08-16T08:37:31.208198+00:00,12195000000.0,220970876928.0,18.11979310602706,6.232278259230976,8.846073440981387,12.698395620122376,25012034460.0,1.0510073357933578,8.834582300027744,35455874679.64988,1.9074107978392685,0.9074107978392685,1.5397349291055122,47.57290872355296,Forward Expectations Elevated,"⚠ Analyst forward growth 105% is extreme; capped at 100% for growth-gap/burden math (displayed forward growth is unchanged). Needs 191% growth to look fairly valued; analysts expect 105% -- covers part of what's required, but the price still leans on the forecast coming through.",6.232278259230976,Historical Median Tactical Anchor,low,5,quarterly,,,,,,,,,Insufficient data,USD,USD,1.0,,0.18203419083564842,,0.8439018118484818,0.03057542145851766,,,,1.3460916054272647,^GSPC,0.13773333623500394,1.2083582691922607,20.0,0.0,,,,,1.4868805019969562,1.5629179214624833,1.380883730626835,High multiple expansion risk,Market cap growth is far ahead of revenue growth while P/S is near historical highs -- multiple expansion is doing most of the work.,AI / SEMIS,0.1,Layer 3: Velocity Applications,0.0075,Enterprise generative AI workflow automation and high-capacity mass storage for AI data exhaust.
